line_a,line_b,overlap,kmer,k,section
gigur[container]n_ur[roof]n,gigur[container]n_sahar[dust]n,2,container,9,5
gigur[container]n_sahar[dust]n,gigur[container]n_nisig[greenery]n,2,container,9,5
gigur[container]n_nisig[greenery]n,gigur[container]n_šagha[cloth]n,2,container,9,5
gigur[container]n_šagha[cloth]n,gigur[container]n_šag[heart]n_rah[beat]v/t,2,container,9,5
gigur[container]n_šag[heart]n_rah[beat]v/t,gigur[container]n_x[na]na,2,container,9,5
gigur[container]n_x[na]na,gi.gur.du[basket]n,0,gur,3,5
gi.gur.du[basket]n,gigur[container]n_utul[tureen]n,0,gur,3,5
gigur[container]n_utul[tureen]n,gigur[container]n_su[fibers]n_sig[put]v/t,2,container,9,5
gigur[container]n_su[fibers]n_sig[put]v/t,gigur[container]n_ku-ud-da[na]na,2,container,9,5
gigur[container]n_ku-ud-da[na]na,gigur[container]n_zid[flour]n,2,container,9,5
gigur[container]n_zid[flour]n,gigur[container]n_a[water]n_bala[turn]v/t,2,container,9,5
gigur[container]n_a[water]n_bala[turn]v/t,gigur[container]n_igi.esir₂[~bitumen]n,2,container,9,5
gigur[container]n_igi.esir₂[~bitumen]n,gigur[container]n_šuniŋin[total]n,2,container,9,5
gigur[container]n_šuniŋin[total]n,gigur[container]n_sal[thin]v/i,2,container,9,5
gigur[container]n_sal[thin]v/i,gigur[container]n_bisaŋ[basket]n,2,container,9,5
gigur[container]n_bisaŋ[basket]n,bisaŋ[basket]n,2,basket,6,5
bisaŋ[basket]n,bisaŋ[basket]n_šu[hand]n,2,basket,6,5
bisaŋ[basket]n_šu[hand]n,bisaŋ[basket]n_ninda[bread]n,2,basket,6,5
bisaŋ[basket]n_ninda[bread]n,bisaŋ[basket]n_ninda[bread]n_sag[good]v/i,4,basket,6,5
bisaŋ[basket]n_ninda[bread]n_sag[good]v/i,bisaŋ[basket]n_kug[metal]n,2,basket,6,5
bisaŋ[basket]n_kug[metal]n,bisaŋ[basket]n_kugan[metal]n,3,basket,6,5
bisaŋ[basket]n_kugan[metal]n,bisaŋ[basket]n_nuʾešak[priest]n,2,basket,6,5
bisaŋ[basket]n_nuʾešak[priest]n,bisaŋ[basket]n_nushu[container]n,2,basket,6,5
bisaŋ[basket]n_nushu[container]n,bisaŋ[basket]n_sar[write]v/t,2,basket,6,5
bisaŋ[basket]n_sar[write]v/t,bisaŋ[basket]n_ninda[bread]n_lukur[priestess]n,2,basket,6,5
bisaŋ[basket]n_ninda[bread]n_lukur[priestess]n,bisaŋ[basket]n_ninda[bread]n_gur[thick]v/i,4,basket,6,5
bisaŋ[basket]n_ninda[bread]n_gur[thick]v/i,bisaŋ[basket]n_dima[object]n,2,basket,6,5
bisaŋ[basket]n_dima[object]n,bisaŋ[basket]n_niŋsaha[fruit]n,2,basket,6,5
bisaŋ[basket]n_niŋsaha[fruit]n,bisaŋ[basket]n_eša[flour]n,2,basket,6,5
bisaŋ[basket]n_eša[flour]n,bisaŋ[basket]n_zid[flour]n,3,basket,6,5
bisaŋ[basket]n_zid[flour]n,bisaŋ[basket]n_x-ga[na]na,2,basket,6,5
bisaŋ[basket]n_x-ga[na]na,bisaŋ[basket]n_šu-rum[na]na,2,basket,6,5
bisaŋ[basket]n_šu-rum[na]na,bisaŋ[basket]n_šu[hand]n,2,basket,6,5
bisaŋ[basket]n_šu[hand]n,bisaŋ[basket]n_imbabbar[gypsum]n,2,basket,6,5
bisaŋ[basket]n_imbabbar[gypsum]n,bisaŋ[basket]n_im[clay]n_su[red]v/i,2,basket,6,5
bisaŋ[basket]n_im[clay]n_su[red]v/i,bisaŋ[basket]n_im[clay]n_sar[write]v/t,4,basket,6,5
bisaŋ[basket]n_im[clay]n_sar[write]v/t,bisaŋ[basket]n_bur[grass]n,2,basket,6,5
bisaŋ[basket]n_bur[grass]n,bisaŋ[basket]n_ninni[reeds]n,2,basket,6,5
bisaŋ[basket]n_ninni[reeds]n,bisaŋ[basket]n_zu[tooth]n_kešed[bind]v/t,2,basket,6,5
bisaŋ[basket]n_zu[tooth]n_kešed[bind]v/t,bisaŋ[basket]n_šagha[cloth]n,2,basket,6,5
bisaŋ[basket]n_šagha[cloth]n,bisaŋ[basket]n_šag[heart]n_rah[beat]v/t,2,basket,6,5
bisaŋ[basket]n_šag[heart]n_rah[beat]v/t,bisaŋ[basket]n_igidu[gift]n,2,basket,6,5
bisaŋ[basket]n_igidu[gift]n,bisaŋ[basket]n_kuš[skin]n_sig[put]v/t,2,basket,6,5
bisaŋ[basket]n_kuš[skin]n_sig[put]v/t,bisaŋ[basket]n_gidubak[stylus]n,2,basket,6,5
bisaŋ[basket]n_gidubak[stylus]n,bisaŋ[basket]n_gid[long]v/i,2,basket,6,5
bisaŋ[basket]n_gid[long]v/i,bisaŋ[basket]n_e[house]n_kud[cut]v/t,2,basket,6,5
bisaŋ[basket]n_e[house]n_kud[cut]v/t,bisaŋ[basket]n_sig[tie]v/t,2,basket,6,5
bisaŋ[basket]n_sig[tie]v/t,masab[basket]n,1,basket,6,5
masab[basket]n,masab[basket]n_šu[hand]n,2,basket,6,5
masab[basket]n_šu[hand]n,masab[basket]n_ninda[bread]n,2,basket,6,5
masab[basket]n_ninda[bread]n,masab[basket]n_ninda[bread]n_sag[good]v/i,4,basket,6,5
masab[basket]n_ninda[bread]n_sag[good]v/i,masab[basket]n_kug[metal]n,2,basket,6,5
masab[basket]n_kug[metal]n,masab[basket]n_za-na-x[na]na,2,basket,6,5
masab[basket]n_za-na-x[na]na,masab[basket]n_kugan[metal]n,2,basket,6,5
masab[basket]n_kugan[metal]n,masab[basket]n_šuʾi[barber]n,2,basket,6,5
masab[basket]n_šuʾi[barber]n,masab[basket]n_mah[great]v/i,2,basket,6,5
masab[basket]n_mah[great]v/i,masab[basket]n_zid[flour]n,2,basket,6,5
masab[basket]n_zid[flour]n,masab[basket]n_gid[long]v/i,2,basket,6,5
masab[basket]n_gid[long]v/i,masab[basket]n_e[house]n_kud[cut]v/t,2,basket,6,5
masab[basket]n_e[house]n_kud[cut]v/t,masab[basket]n_esir[bitumen]n_šub[fall]v/t,2,basket,6,5
masab[basket]n_esir[bitumen]n_šub[fall]v/t,mansim[sieve]n,0,ma,2,NA
mansim[sieve]n,mansim[sieve]n_dim₃[na]na,2,mansim,6,6
mansim[sieve]n_dim₃[na]na,mansim[sieve]n_sig[weak]v/i,2,mansim,6,6
mansim[sieve]n_sig[weak]v/i,mansim[sieve]n_niŋara[groats]n,2,mansim,6,6
mansim[sieve]n_niŋara[groats]n,mansim[sieve]n_niŋmurgu[fodder]n,2,mansim,6,6
mansim[sieve]n_niŋmurgu[fodder]n,mansim[sieve]n_il[raise]v/t,2,mansim,6,6
mansim[sieve]n_il[raise]v/t,šem[drum]n_ak[do]v/t,0,r,1,NA
šem[drum]n_ak[do]v/t,hal[basket]n,0,a,1,NA
hal[basket]n,halzig[container]n,0,hal,3,7
halzig[container]n,hal[basket]n_kud[fish]n,0,hal,3,7
hal[basket]n_kud[fish]n,hal[basket]n_mušen[bird]n,2,basket,6,7
hal[basket]n_mušen[bird]n,hal[basket]n_uzu[flesh]n,2,basket,6,7
hal[basket]n_uzu[flesh]n,gihan[basket]n,1,basket,6,7
gihan[basket]n,gihan[basket]n_siki[hair]n,2,basket,6,7
gihan[basket]n_siki[hair]n,gihan[basket]n_mušen[bird]n,2,basket,6,7
gihan[basket]n_mušen[bird]n,gihan[basket]n_kud[fish]n,2,basket,6,7
gihan[basket]n_kud[fish]n,gihan[basket]n_gud[ox]n,2,basket,6,7
gihan[basket]n_gud[ox]n,guhšu[altar]n,0,gu,2,NA
guhšu[altar]n,niŋesir[wash-basin]n,0,a,1,NA
niŋesir[wash-basin]n,niŋ[thing]n_kuš[skin]n_sig[put]v/t,0,niŋ,3,8
niŋ[thing]n_kuš[skin]n_sig[put]v/t,buniŋ[trough]n,0,niŋ,3,8
buniŋ[trough]n,buniŋ[trough]n_sah[mat]n,2,trough,6,8
buniŋ[trough]n_sah[mat]n,buniŋ[trough]n_zulum[date]n,2,trough,6,8
buniŋ[trough]n_zulum[date]n,buniŋ[trough]n_lu[person]n_im[run]v/i,2,trough,6,8
buniŋ[trough]n_lu[person]n_im[run]v/i,buniŋ[trough]n_lu₂[na]na_ra[na]na,2,trough,6,8
buniŋ[trough]n_lu₂[na]na_ra[na]na,buniŋ[trough]n_pel[defile]v/t,2,trough,6,8
buniŋ[trough]n_pel[defile]v/t,buniŋ[trough]n_igidu[gift]n,2,trough,6,8
buniŋ[trough]n_igidu[gift]n,buniŋ[trough]n_bur[grass]n,2,trough,6,8
buniŋ[trough]n_bur[grass]n,bandudu[basket]n,0,as,2,NA
bandudu[basket]n,bandudu[basket]n_sah[mat]n,2,bandudu,7,9
bandudu[basket]n_sah[mat]n,bandudu[basket]n_x[na]na,2,bandudu,7,9
bandudu[basket]n_x[na]na,bandudu[basket]n_zu[tooth]n_kešed[bind]v/t,2,bandudu,7,9
bandudu[basket]n_zu[tooth]n_kešed[bind]v/t,bandudu[basket]n_x-ra[na]na,2,bandudu,7,9
bandudu[basket]n_x-ra[na]na,bandudu[basket]n,2,bandudu,7,9
bandudu[basket]n,bandudu[basket]n,2,bandudu,7,9
bandudu[basket]n,{gi}da-x-min₃-la₂[na]na,0,d,1,NA
{gi}da-x-min₃-la₂[na]na,gigid[reed]n,0,gi,2,NA
gigid[reed]n,gi-x[na]na,0,gi,2,NA
gi-x[na]na,{gi}aš-bu[na]na,0,gi,2,NA
{gi}aš-bu[na]na,su[sprinkle]v/t,0,u,1,NA
su[sprinkle]v/t,amam[jar]n,0,r,1,NA
amam[jar]n,amamsab[jar]n,1,amam,4,10
amamsab[jar]n,gakkul[mash-tub]n,0,a,1,NA
gakkul[mash-tub]n,gakkul[mash-tub]n_abba[father]n,2,mash-tub,8,11
gakkul[mash-tub]n_abba[father]n,gakkul[mash-tub]n_kaš[beer]n,2,mash-tub,8,11
gakkul[mash-tub]n_kaš[beer]n,gidubak[stylus]n,0,ak,2,NA
gidubak[stylus]n,gi[reed]n_girgi[reed-strip]n,0,st,2,NA
gi[reed]n_girgi[reed-strip]n,gi[reed]n_diš[one]nu_nindan[pole]n,2,reed,4,12
gi[reed]n_diš[one]nu_nindan[pole]n,gi[reed]n_diš[one]nu_kuš[unit]n,4,reed,4,12
gi[reed]n_diš[one]nu_kuš[unit]n,gi[reed]n_sa[half]n_kuš[unit]n,4,reed,4,12
gi[reed]n_sa[half]n_kuš[unit]n,gi[reed]n_šušana[fraction]n_kuš[unit]n,4,reed,4,12
gi[reed]n_šušana[fraction]n_kuš[unit]n,gi[reed]n_šanabi[two-thirds]n_kuš[unit]n,4,reed,4,12
gi[reed]n_šanabi[two-thirds]n_kuš[unit]n,durtaba[ax]n,0,ab,2,NA
durtaba[ax]n,dur[ax]n_bar[outside]v/t,1,dur,3,13
dur[ax]n_bar[outside]v/t,durgag[ax]n_šibir[staff]n,1,dur,3,13
durgag[ax]n_šibir[staff]n,dur[ax]n_lu[person]n_gid[long]v/i,1,dur,3,13
dur[ax]n_lu[person]n_gid[long]v/i,gi[reed]n_šuš[cover]v/t,0,er,2,NA
gi[reed]n_šuš[cover]v/t,šuʾa[stool]n,0,šu,2,NA
šuʾa[stool]n,{gi}e[na]na,0,NA,0,NA
{gi}e[na]na,{gi}sud[na]na,0,{gi},4,14
{gi}sud[na]na,urin[standard]n,0,u,1,NA
urin[standard]n,enbar[reed]n,0,r,1,NA
enbar[reed]n,enbar[reed]n_dug[good]v/i,2,enbar,5,15
enbar[reed]n_dug[good]v/i,enbar[reed]n_numun[grass]n,2,enbar,5,15
enbar[reed]n_numun[grass]n,gug[grass]n,1,grass,5,15
gug[grass]n,kun[tail]n_gug[grass]n,2,grass,5,15
kun[tail]n_gug[grass]n,gi[reed]n_dirig[exceed]v/i,0,r,1,NA
gi[reed]n_dirig[exceed]v/i,gi[reed]n_pela[reed]n,2,reed,4,16
gi[reed]n_pela[reed]n,gi[reed]n_kalag[strong]v/i,3,reed,4,16
gi[reed]n_kalag[strong]v/i,al.pi.na[reed-fence]n,0,reed,4,16
al.pi.na[reed-fence]n,gi[reed]n_pad[break]v/t,0,reed,4,16
gi[reed]n_pad[break]v/t,gi[reed]n_ša[snap]v/t,2,reed,4,16
gi[reed]n_ša[snap]v/t,gi[reed]n_ak[do]v/t,2,reed,4,16
gi[reed]n_ak[do]v/t,gi[reed]n_šu[hand]n_ak[do]v/t,4,reed,4,16
gi[reed]n_šu[hand]n_ak[do]v/t,gibil[firewood]n_ak[do]v/t,2,re,2,16
gibil[firewood]n_ak[do]v/t,agir[reed]n,0,re,2,NA
agir[reed]n,agirgir[reed]n,1,reed,4,17
agirgir[reed]n,adagir[container]n,0,agir,4,17
adagir[container]n,gi[reed]n_gal[big]v/i,0,gi,2,NA
gi[reed]n_gal[big]v/i,gi[reed]n_gal[big]v/i,4,reed,4,18
gi[reed]n_gal[big]v/i,gi[reed]n_niŋ[thing]n_gal[big]v/i,4,reed,4,18
gi[reed]n_niŋ[thing]n_gal[big]v/i,gi[reed]n_tur[small]v/i,2,reed,4,18
gi[reed]n_tur[small]v/i,gi[reed]n_tur[small]v/i,4,small,5,18
gi[reed]n_tur[small]v/i,gi[reed]n_niŋ[thing]n_tur[small]v/i,4,small,5,18
gi[reed]n_niŋ[thing]n_tur[small]v/i,saŋ[head]n_gal[big]v/i,0,e,1,NA
saŋ[head]n_gal[big]v/i,saŋkud[pipe]n,0,saŋ,3,19
saŋkud[pipe]n,{gi}da-buru₃[na]na,0,d,1,NA
{gi}da-buru₃[na]na,aŋarin[matrix]n_sig[tie]v/t,0,a,1,NA
aŋarin[matrix]n_sig[tie]v/t,adag[raft]n,0,r,1,NA
adag[raft]n,gi[reed]n_namsipad[shepherdship]n,0,ad,2,NA
gi[reed]n_namsipad[shepherdship]n,šutug[reed-hut]n_šub[fall]v/t,0,reed,4,20
šutug[reed-hut]n_šub[fall]v/t,anzalub[pith]n,0,ub,2,NA
anzalub[pith]n,pa[branch]n_gi[reed]n,0,h,1,NA
pa[branch]n_gi[reed]n,ur[root]n_gi[reed]n,2,reed,4,21
ur[root]n_gi[reed]n,suhuš[foundation]n_gi[reed]n,2,reed,4,21
suhuš[foundation]n_gi[reed]n,gi-x-du[na]na,0,gi,2,NA
gi-x-du[na]na,gi-x-gi₄-en[na]na,0,gi-x-,5,22
gi-x-gi₄-en[na]na,x[na]na,0,x,1,NA
x[na]na,gi-x-ga[na]na,0,x,1,NA
gi-x-ga[na]na,gi[reed]n_niŋsiga[weak]aj,0,gi,2,NA
gi[reed]n_niŋsiga[weak]aj,mala[boat]n,0,a,1,NA
mala[boat]n,ma[ship]n_sil[split]v/i,0,ma,2,NA
ma[ship]n_sil[split]v/i,ubzal[reeds]n,0,s,1,NA
ubzal[reeds]n,ubzal[reeds]n,2,reeds,5,23
ubzal[reeds]n,zi.du[~levee]aj,0,ee,2,NA
zi.du[~levee]aj,ŋešzukešda[dam]n,0,z,1,NA
ŋešzukešda[dam]n,kunzida[weir]n,0,da,2,NA
kunzida[weir]n,ŋeš[tree]n_gi[turn]v/i,0,r,1,NA
ŋeš[tree]n_gi[turn]v/i,dur[bond]n,0,n,1,NA
dur[bond]n,dur[bond]n_su[na]na,2,bond,4,24
dur[bond]n_su[na]na,dur[bond]n_gal[big]v/i,2,bond,4,24
dur[bond]n_gal[big]v/i,dur[bond]n_sig[weak]v/i,2,bond,4,24
dur[bond]n_sig[weak]v/i,niŋgilima[rope]n,0,o,1,NA
niŋgilima[rope]n,x[na]na_gilim-du[na]na,0,gilim,5,25
x[na]na_gilim-du[na]na,gi[reed]n_hi[mix]v/t,0,gi,2,NA
gi[reed]n_hi[mix]v/t,niŋ[thing]n_hi[mix]v/t,2,mix,3,26
niŋ[thing]n_hi[mix]v/t,gi[reed]n_dug[good]v/i,0,g,1,NA
gi[reed]n_dug[good]v/i,gi[reed]n_zid[right]v/i,2,reed,4,27
gi[reed]n_zid[right]v/i,gi[reed]n_ne@s-x[na]na,2,reed,4,27
gi[reed]n_ne@s-x[na]na,{gi}x-x[na]na,0,gi,2,NA
{gi}x-x[na]na,unknown,0,NA,0,NA
unknown,bun[bellows]n,0,ow,2,NA
bun[bellows]n,bun[bellows]n_šu[hand]n,2,bellows,7,28
bun[bellows]n_šu[hand]n,gabil[basket]n,0,b,1,NA
gabil[basket]n,zu[tooth]n,0,t,1,NA
zu[tooth]n,umbin[implement]n,0,t,1,NA
umbin[implement]n,sun[reed-shoot]n_umbin[implement]n,2,implement,9,29
sun[reed-shoot]n_umbin[implement]n,gisab[basket]n,0,s,1,NA
gisab[basket]n,sun[reed-shoot]n,0,e,1,NA
sun[reed-shoot]n,sun[reed-shoot]n,2,reed-shoot,10,30
sun[reed-shoot]n,uš[reed]n,0,reed,4,30
uš[reed]n,ušub[~reed]n,1,reed,4,30
ušub[~reed]n,henbur[stalk]n,0,b,1,NA
henbur[stalk]n,lugal[plant]n,0,l,1,NA
lugal[plant]n,lahtan[vat]n,0,a,1,NA
lahtan[vat]n,lahtan[vat]n_gid[long]v/i,2,lahtan,6,31
lahtan[vat]n_gid[long]v/i,kurkudu[container]n,0,on,2,NA
kurkudu[container]n,dur[buttocks]n_lahtan[vat]n,0,du,2,NA
dur[buttocks]n_lahtan[vat]n,dur[buttocks]n_lahtan[vat]n,4,buttocks,8,32
dur[buttocks]n_lahtan[vat]n,mud[jar]n,0,a,1,NA
mud[jar]n,dug[pot]n_a[water]n_naŋ[drink]v/t,0,a,1,NA
dug[pot]n_a[water]n_naŋ[drink]v/t,dug[pot]n_a[water]n_naŋ[drink]v/t_mah[great]v/i,6,water,5,33
dug[pot]n_a[water]n_naŋ[drink]v/t_mah[great]v/i,dug[pot]n_a[water]n_naŋ[drink]v/t,6,water,5,33
dug[pot]n_a[water]n_naŋ[drink]v/t,kabduga[checked]n,0,dug,3,33
kabduga[checked]n,šaggig[vessel]n,0,e,1,NA
šaggig[vessel]n,šaggub[container]n,0,šagg,4,34
šaggub[container]n,lamdre[vat]n,0,a,1,NA
lamdre[vat]n,unknown,0,NA,0,NA
unknown,dug[pot]n_x-x[na]na,0,o,1,NA
dug[pot]n_x-x[na]na,dug[pot]n_x-x[na]na,3,pot,3,35
dug[pot]n_x-x[na]na,dug[pot]n_x-x[na]na,3,pot,3,35
dug[pot]n_x-x[na]na,dug[pot]n_niŋ₂-x-x[na]na,2,pot,3,35
dug[pot]n_niŋ₂-x-x[na]na,dug[pot]n_niŋ₂-x-x[na]na,3,niŋ₂-x-x,8,35
dug[pot]n_niŋ₂-x-x[na]na,ubur[breast]n_maštab[twin]n,0,t,1,NA
ubur[breast]n_maštab[twin]n,ubur[breast]n_imin[seven]nu,2,breast,6,36
ubur[breast]n_imin[seven]nu,niŋdurburu[vat]n,0,bur,3,36
niŋdurburu[vat]n,niŋdurburu[vat]n,2,niŋdurburu,10,36
niŋdurburu[vat]n,dug[pot]n_titab[~beer]n,0,du,2,NA
dug[pot]n_titab[~beer]n,sumun[vessel]n,0,e,1,NA
sumun[vessel]n,dida[wort]n,0,NA,0,NA
dida[wort]n,dug[pot]n_a[water]n_kum[hot]v/i,0,o,1,NA
dug[pot]n_a[water]n_kum[hot]v/i,dug[pot]n_a[water]n_sed[cold]v/i,4,water,5,37
dug[pot]n_a[water]n_sed[cold]v/i,dug[pot]n_gal[big]v/i,2,pot,3,37
dug[pot]n_gal[big]v/i,sahar[vessel]n,0,a,1,NA
sahar[vessel]n,zagšela[container]n,0,e,1,NA
zagšela[container]n,ban[unit]n,0,n,1,NA
ban[unit]n,banmin[vessel]n,0,ban,3,38
banmin[vessel]n,baneš[container]n,0,ban,3,38
baneš[container]n,kag[mouth]n_daŋal[wide]v/i,0,o,1,NA
kag[mouth]n_daŋal[wide]v/i,{dug}za-su-lagab[na]na,0,ag,2,NA
{dug}za-su-lagab[na]na,kunrim[vessel]n,0,u,1,NA
kunrim[vessel]n,kunrim[vessel]n,2,vessel,6,39
kunrim[vessel]n,tilimda[vessel]n,1,vessel,6,39
tilimda[vessel]n,gir[jar]n,0,i,1,NA
gir[jar]n,gir[jar]n_ga[milk]n,2,jar,3,40
gir[jar]n_ga[milk]n,gir[jar]n_šag[heart]n_sig[weak]v/i,2,jar,3,40
gir[jar]n_šag[heart]n_sig[weak]v/i,zahum[basin]n,0,a,1,NA
zahum[basin]n,lahan[flask]n,0,as,2,NA
lahan[flask]n,zandara[object]n,0,an,2,NA
zandara[object]n,dug[pot]n_ŋeštin[vine]n,0,o,1,NA
dug[pot]n_ŋeštin[vine]n,dug[pot]n_gibil[new]v/i,2,pot,3,41
dug[pot]n_gibil[new]v/i,sab[jar]n,0,b,1,NA
sab[jar]n,sab[jar]n_lal[syrup]n,2,jar,3,42
sab[jar]n_lal[syrup]n,sab[jar]n_iŋeš[oil]n,2,jar,3,42
sab[jar]n_iŋeš[oil]n,sab[jar]n_inun[ghee]n,2,jar,3,42
sab[jar]n_inun[ghee]n,sab[jar]n_i[oil]n_saŋ[head]n,2,jar,3,42
sab[jar]n_i[oil]n_saŋ[head]n,sab[jar]n_i[oil]n_šah[pig]n,4,jar,3,42
sab[jar]n_i[oil]n_šah[pig]n,sab[jar]n_i[oil]n_dug[good]v/i,4,jar,3,42
sab[jar]n_i[oil]n_dug[good]v/i,gurgur[vessel]n,0,l,1,NA
gurgur[vessel]n,gurgur[vessel]n_lal[syrup]n,2,vessel,6,43
gurgur[vessel]n_lal[syrup]n,gurgur[vessel]n_iŋeš[oil]n,2,vessel,6,43
gurgur[vessel]n_iŋeš[oil]n,gurgur[vessel]n_inun[ghee]n,2,vessel,6,43
gurgur[vessel]n_inun[ghee]n,gurgur[vessel]n_i[oil]n_saŋ[head]n,2,vessel,6,43
gurgur[vessel]n_i[oil]n_saŋ[head]n,gurgur[vessel]n_i[oil]n_šah[pig]n,4,vessel,6,43
gurgur[vessel]n_i[oil]n_šah[pig]n,gurgur[vessel]n_i[oil]n_dug[good]v/i,4,vessel,6,43
gurgur[vessel]n_i[oil]n_dug[good]v/i,šaŋan[flask]n,0,l,1,NA
šaŋan[flask]n,šaŋan[flask]n_kuš[skin]n_sig[put]v/t,2,flask,5,44
šaŋan[flask]n_kuš[skin]n_sig[put]v/t,tisa[unmng]n,0,n,1,NA
tisa[unmng]n,dug[pot]n_gaz[kill]v/t,0,a,1,NA
dug[pot]n_gaz[kill]v/t,{dug}ga-ba-ba[na]na_sal[thin]v/i,0,dug,3,45
{dug}ga-ba-ba[na]na_sal[thin]v/i,barsud[pot]n,0,ba,2,NA
barsud[pot]n,{dug}x-im-tar[na]na,0,ar,2,NA
{dug}x-im-tar[na]na,dug[pot]n_nimur[ashes]n,0,dug,3,46
dug[pot]n_nimur[ashes]n,utul[tureen]n,0,t,1,NA
utul[tureen]n,utul[tureen]n_gal[big]v/i,2,tureen,6,47
utul[tureen]n_gal[big]v/i,utul[tureen]n_tur[small]v/i,2,tureen,6,47
utul[tureen]n_tur[small]v/i,utul[tureen]n_na[stone]n,2,tureen,6,47
utul[tureen]n_na[stone]n,utul[tureen]n_gub[stand]v/i,2,tureen,6,47
utul[tureen]n_gub[stand]v/i,unknown,0,u,1,NA
unknown,burzi[bowl]n,0,ow,2,NA
burzi[bowl]n,burzi[bowl]n_še[barley]n,2,burzi,5,48
burzi[bowl]n_še[barley]n,burzi[bowl]n_gal[big]v/i,2,burzi,5,48
burzi[bowl]n_gal[big]v/i,burzi[bowl]n_tur[small]v/i,2,burzi,5,48
burzi[bowl]n_tur[small]v/i,burzi[bowl]n_sila[unit]n_banda[junior]v/i,2,burzi,5,48
burzi[bowl]n_sila[unit]n_banda[junior]v/i,burzi[bowl]n_mud[blood]n,2,burzi,5,48
burzi[bowl]n_mud[blood]n,burzi[bowl]n_utu[~cereal]n,2,burzi,5,48
burzi[bowl]n_utu[~cereal]n,burzi[bowl]n_niŋna[incense]n,2,burzi,5,48
burzi[bowl]n_niŋna[incense]n,burzi[bowl]n_nindaʾidea[bread]n,2,burzi,5,48
burzi[bowl]n_nindaʾidea[bread]n,epig[vessel]n,0,l,1,NA
epig[vessel]n,epig[vessel]n_gud[ox]n,2,vessel,6,49
epig[vessel]n_gud[ox]n,epig[vessel]n_udu[sheep]n,2,vessel,6,49
epig[vessel]n_udu[sheep]n,epig[vessel]n_šah[pig]n,2,vessel,6,49
epig[vessel]n_šah[pig]n,arandu[pipe]n,0,pi,2,NA
arandu[pipe]n,arutum[pipe]n,1,pipe,4,50
arutum[pipe]n,apap[pipe]n_hal[divide]v/t,1,pipe,4,50
apap[pipe]n_hal[divide]v/t,apap[pipe]n,2,pipe,4,50
apap[pipe]n,ugur[pot]n_bala[turn]v/t,0,p,1,NA
ugur[pot]n_bala[turn]v/t,lum[vessel]n,0,u,1,NA
lum[vessel]n,lud[tableware]n,0,lu,2,NA
lud[tableware]n,sikin[container]n,0,ta,2,NA
sikin[container]n,urrub[vessel]n,0,e,1,NA
urrub[vessel]n,zurzub[vessel]n,1,vessel,6,51
zurzub[vessel]n,silim[vessel]n,1,vessel,6,51
silim[vessel]n,sila[unit]n_gar[na]na,0,sil,3,51
sila[unit]n_gar[na]na,sila[unit]n_gaz[kill]v/t,2,unit,4,51
